"POLICY_Name","POLICY_Link","POLICY_url","POLICY_YearPublish","POLICY_Type","POLICY_Description","STATE_Abbr","POLICY_Sector","STATE_Name","POLICY_abbr"
"2060 Florida Transportation Plan","https://www.adaptationclearinghouse.org/resources/2060-florida-transportation-plan.html","https://www.adaptationclearinghouse.org/resources/2060-florida-transportation-plan.html","2010","Announced Plan","Published in 2010, the Plan defines Florida's future transportation vision, goals, objectives, and strategies to guide transportation decisions over the next 50 years, while indicating the need to consider climatic changes and related impacts.","FL","Transportation","Florida","hover_transportation"
"HB 127","https://www.myfloridahouse.gov/sections/Bills/billsdetail.aspx?BillId=44036","https://www.myfloridahouse.gov/sections/Bills/billsdetail.aspx?BillId=44037","2010","Legislation","Transit finance legislation which allows municipalities in Florida with a regional transportation system to levy a tax, subject to voter approval, that can be used as a funding stream for transit development and maintenance.","FL","Transportation","Florida","hover_transportation"
"HRS 196-9","HRS | 196-9 Energy efficiency and environmental standards for state facilities, motor vehicles, and transportation fuel (sammade.github.io)","https://sammade.github.io/aloha-io/title-12/chapter-196/section-196-9/","2006","Legislation","Targets energy efficiency and environmental standards for vehicles and fuel.","HI","Transportation","Hawaii","hover_transportation"
"Act 144","GM1246_.PDF (hawaii.gov)","https://www.capitol.hawaii.gov/session2019/bills/GM1246_.PDF","2019","Legislation","Contracting for public facilities.","HI","Transportation","Hawaii","hover_transportation"
"HRS 103D412","House Bill (hawaii.gov)","https://www.capitol.hawaii.gov/hrscurrent/Vol02_Ch0046-0115/HRS0103D/HRS_0103D-0412.htm","","Legislation","Light-duty motor vehicle requirements.","HI","Transportation","Hawaii","hover_transportation"
"State Alternate Fuel Standards","Alternative Fuels Data Center: Biodiesel Laws and Incentives in Hawaii (energy.gov)","https://afdc.energy.gov/fuels/laws/BIOD?state=HI","","Other","Require 20% of highway fuel demand to be provided by alternate fuels by 2020 and 30% by 2030.","HI","Transportation","Hawaii","hover_transportation"
"Driving a Cleaner Illinois program","Driving a Cleaner Illinois - Driving a Cleaner Illinois","https://www2.illinois.gov/epa/topics/air-quality/driving-a-cleaner-illinois/Pages/default.aspx","","Other","Current funding is available through the program to replace old diesel school buses with new all-electric school buses.","IL","Transportation","Illinois","hover_transportation"
"Rebuild Illinois","Rebuild Illinois Programs - Community Infrastructure","https://www2.illinois.gov/dceo/CommunityServices/CommunityInfrastructure/Pages/RebuildIllinois_Programs.aspx","","Other","$45 billion, 6-year capital plan: includes $70 million for transportation electrification efforts.","IL","Transportation","Illinois","hover_transportation"
"Tax Credit","","","","Other","Electric vehicles purchased in Louisiana qualify for a tax credit that amounts to 50% of the incremental cost of the vehicle. Tax payers may alternatively qualify for a tax credit equivalent to the lesser of 10% of the cost of the purchased electric vehicle or $3000.","LA","Transportation","Louisiana","hover_transportation"
"Emission Standards","Title 38, §585-D: New motor vehicle emission standards (mainelegislature.org)","https://www.mainelegislature.org/legis/statutes/38/title38sec585-D.html","","Legislation","Adopted emission standards of Section 177 of the Clean Air Act.","ME","Transportation","Maine","hover_transportation"
"Transportation and Climate Initiative (TCI)","About Us | Transportation and Climate Initiative","https://www.transportationandclimate.org/content/about-us","2010","Other","Transportation and Climate Initiative (TCI): monitoring efforts aimed at developing a regional market-based program that will cap transportation emissions.","ME","Transportation","Maine","hover_transportation"
"An Order to Advance Clean Transportation Solutions for Maine","EO 94 36.pdf (maine.gov)","https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/EO%2094%2036.pdf","2021","Executive Order","The new EO comes in response to the state’s 2020 climate action plan, which estimates Maine needs 219,000 light-duty EVs on the road by 2030 to meet its emissions targets (reducing statewide emissions by 45% by 2030). In addition to a roadmap to achieve these goals, the EO also creates a recognition program for auto dealers and other businesses, local governments, and nonprofits for leadership on clean transportation.","ME","Transportation","Maine","hover_transportation"
"Rebate","","","","Other","Investing ~$2.25 million in EV purchases.","ME","Transportation","Maine","hover_transportation"
"Charging Stations and Financial Incentives Target Carbon Emissions","Governor Mills and Efficiency Maine Announce Initiatives To Expand Electric Vehicle Use Across Maine | Office of Governor Janet T. Mills","https://www.maine.gov/governor/mills/news/governor-mills-and-efficiency-maine-announce-initiatives-expand-electric-vehicle-use-across","2019","Announced Plan","Set of initiatives that will expand the use of electric vehicles across Maine in an effort to reduce the state’s carbon footprint and reliance on fossil fuels. The initiatives, which include the creation of financial incentives to purchase electric vehicles and the installation of at least 50 public vehicle charging stations, are in part the result of a $5.1 million settlement won by then-Attorney General Mills against Volkswagen.","ME","Transportation","Maine","hover_transportation"
"Transportation and Climate Initiative (TCI)","About Us | Transportation and Climate Initiative","https://www.transportationandclimate.org/content/about-us","2010","Other","","MD","Transportation","Maryland","hover_transportation"
"Multi-State ZEV Task Force","Multi-State ZEV Action Plan (nescaum.org)","https://www.nescaum.org/documents/multi-state-zev-action-plan.pdf","2014","Other","Goal of having 60,000 zero-emissions vehicles (ZEVs) on the road by 2020 and 300,000 ZEVs on the road by 2025.","MD","Transportation","Maryland","hover_transportation"
"Excise Tax Credit","","","","Other","Up to $3,000 and a rebate up to 40% through the Electric Vehicle Supply Equipment Rebate.","MD","Transportation","Maryland","hover_transportation"
"Freight Plan","","","","Announced Plan","","MD","Transportation","Maryland","hover_transportation"
"Clean Cars Program","Maryland Clean Cars Program","https://mde.maryland.gov/programs/Air/MobileSources/Pages/CleanCars.aspx","2007","Other","Commits the state to follow California’s Low-Emission Vehicle Standards,","MD","Transportation","Maryland","hover_transportation"
"Freight Plan","","","","Announced Plan","","MA","Transportation","Massachusetts","hover_transportation"
"Transportation and Climate Initiative (TCI)","About Us | Transportation and Climate Initiative","https://www.transportationandclimate.org/content/about-us","2010","Other","","MA","Transportation","Massachusetts","hover_transportation"
"Multi-State ZEV Task Force","Multi-State ZEV Action Plan (nescaum.org)","https://www.nescaum.org/documents/multi-state-zev-action-plan.pdf","2014","Other","","MA","Transportation","Massachusetts","hover_transportation"
"Commission on the Future of Transportation in the Commonwealth","Commission on the Future of Transportation | Mass.gov","https://www.mass.gov/orgs/commission-on-the-future-of-transportation","2018","Recommended Goal","Recommends a goal that “all new cars, light-duty trucks, and buses sold in Massachusetts will be electric by 2040” and also recommends a market-based GHG reduction program for the transportation sector. Executive Order No. 579 established the Commission on the Future of Transportation in the Commonwealth to advise the Baker-Polito Administration on future transportation needs and challenges.","MA","Transportation","Massachusetts","hover_transportation"
"Accelerating Electric Vehicle Adoption: A Vision for Minnesota","Accelerating Electric Vehicle Adoption: A Vision for Minnesota (mn.gov)","https://www.leg.mn.gov/docs/2019/other/190972.pdf","2019","Other","Statewide vision for increasing electric vehicle (EV) use to 20% of light-duty vehicles by 2030.","MN","Transportation","Minnesota","hover_transportation"
"Freight Plan","","","","Announced Plan","","MN","Transportation","Minnesota","hover_transportation"
"Statewide Multimodal Transportation Plan","Minnesota GO :: Multimodal Plan","https://minnesotago.org/final-plans/smtp-final-plan","2017","Announced Plan","In January 2017, MnDOT updated its Statewide Multimodal Transportation Plan to establish a greenhouse gas emissions reduction goal for the transportation sector that aligns with the Next Generation Energy Act. The agency actively supports electric vehicle planning as one tool to help achieve the sector-level goal.","MN","Transportation","Minnesota","hover_transportation"
"Memorandum of Understanding (MOU)","REV West | NASEO","https://www.naseo.org/issues/transportation/rev-west","2017","Other","Governors from eight western states – Arizona, Colorado, Idaho, Montana, Nevada, New Mexico, Utah, and Wyoming – signed a Memorandum of Understanding (MOU) to provide a framework for creating an Intermountain West EV Corridor that will make it possible to drive an EV across major transportation corridors in the west.","MT","Transportation","Montana","hover_transportation"
"Corporate Average Fuel Economy (CAFÉ) Standards","","","","Other","Requires that state vehicles meet or exceed the Corporate Average Fuel Economy (CAFÉ) Standards.","MT","Transportation","Montana","hover_transportation"
"Transportation and Climate Initiative (TCI)","About Us | Transportation and Climate Initiative","https://www.transportationandclimate.org/content/about-us","2010","Other","Regional collaboration of 13 Northeast and Mid-Atlantic states and the District of Columbia that seeks to improve transportation, develop the clean energy economy and reduce carbon emissions from the transportation sector.","NH","Transportation","New Hampshire","hover_transportation"
"Freight Plan","https://www.nh.gov/dot/org/projectdevelopment/planning/freight-plan/documents/NH-Freight-Plan-FINAL-REPORT-Jan-2019.pdf","https://www.nh.gov/dot/org/projectdevelopment/planning/freight-plan/documents/NH-Freight-Plan-FINAL-REPORT-Jan-2019.pdf","2019","Announced Plan","Comprehensive freight plan considering climate change impacts.","NH","Transportation","New Hampshire","hover_transportation"
"Freight Plan","","","","Announced Plan","","NV","Transportation","Nevada","hover_transportation"
"SB 145","SB145 Overview (state.nv.us)","https://www.leg.state.nv.us/App/NELIS/REL/79th2017/Bill/4981/Overview","2017","Legislation","Incentivized installation of energy storage and renewable energy systems and established the Electric Vehicle Infrastructure Demonstration Program; laid the groundwork for utility NV Energy’s electric vehicle (EV) infrastructure program and energy storage investments.","NV","Transportation","Nevada","hover_transportation"
"Memorandum of Understanding (MOU)","REV West | NASEO","https://www.naseo.org/issues/transportation/rev-west","2017","Other","Governors from eight western states – Arizona, Colorado, Idaho, Montana, Nevada, New Mexico, Utah, and Wyoming – signed a Memorandum of Understanding (MOU) to provide a framework for creating an Intermountain West EV Corridor that will make it possible to drive an EV across major transportation corridors in the west; expand EV charging infrastructure throughout the corridor and share best practices.","NV","Transportation","Nevada","hover_transportation"
"Nevada Electric Highway (NEH) program","Nevada Electric Highway (nv.gov)","https://energy.nv.gov/Programs/Nevada_Electric_Highway/","","Other","Aims to expand vehicle charging infrastructure by placing charging stations (already available along the U.S. 95 Reno-Las Vegas corridor of the NEH in Beatty, Fallon, Tonopah, and Hawthorne, and along the U.S. 93 corridor in Panaca); Additional future stations have received grants and are under construction.","NV","Transportation","Nevada","hover_transportation"
"Multi-State ZEV Task Force","Multi-State ZEV Action Plan (nescaum.org)","https://www.nescaum.org/documents/multi-state-zev-action-plan.pdf","2014","Other","Signed the State Zero-Emission Vehicles Programs Memorandum of Understanding.","NJ","Transportation","New Jersey","hover_transportation"
"Partnership to Plug-in","Home - Drive Green - Air Quality, Energy and Sustainability (AQES) | Department of Environmental Protection (nj.gov)","https://www.drivegreen.nj.gov/dg-partnership-to-plugin.html","2019","Other","Established “Partnership to Plug-in”: mapping of existing and planned charging infrastructure assets, installing EV charging infrastructure throughout the state, working to establish an EV rebate program to incentivize adoption, creating an attractive corporate environment for ZEV-related primary and secondary companies. Goal of registering 330,000 Zero-Emission Vehicles (ZEVs) by 2025.","NJ","Transportation","New Jersey","hover_transportation"
"Transportation and Climate Initiative (TCI)","About Us | Transportation and Climate Initiative","https://www.transportationandclimate.org/content/about-us","2010","Other","Announced.","NJ","Transportation","New Jersey","hover_transportation"
"Freight Plan","","","","Announced Plan","","NM","Transportation","New Mexico","hover_transportation"
"HB 521","Legislation - New Mexico Legislature (nmlegis.gov)","https://nmlegis.gov/Legislation/Legislation?Chamber=H&LegType=B&LegNo=521&year=19","2019","Legislation","Aims to spur the development of electric vehicle (EV) charging infrastructure throughout the state. Electric vehicle (EV) charging infrastructure providers will not be regulated as public utilities; enacts a new section of the Public Utilities Act requiring public utilities to file an application to expand transportation electrification with the commission.","NM","Transportation","New Mexico","hover_transportation"
"Memorandum of Understanding (MOU)","REV West | NASEO","https://www.naseo.org/issues/transportation/rev-west","2017","Other","Governors from eight western states – Arizona, Colorado, Idaho, Montana, Nevada, New Mexico, Utah, and Wyoming – signed a Memorandum of Understanding (MOU) to provide a framework for creating an Intermountain West EV Corridor that will make it possible to drive an EV across major transportation corridors in the west.","NM","Transportation","New Mexico","hover_transportation"
"EO 2019-003","EO_2019-003.pdf (state.nm.us)","https://www.governor.state.nm.us/wp-content/uploads/2019/01/EO_2019-003.pdf","2019","Executive Order","Directs the Climate Change Task Force to evaluate options to reduce GHG and criteria pollutant emissions from light-duty vehicles sold in state, including low-emission vehicle (LEV) emissions standards and ZEV performance standards.","NM","Transportation","New Mexico","hover_transportation"
"Charge NY 2.0","Charge NY - NYSERDA","https://www.nyserda.ny.gov/All-Programs/Programs/ChargeNY","","Other","Aims to attain at least 10,000 charging stations by 2021.","NY","Transportation","New York","hover_transportation"
"Power Authority’s EVolve NY program","EVolve-NY (nypa.gov)","https://www.nypa.gov/innovation/initiatives/evolve-ny","","Other","Invest $250 million in the electric vehicle (EV) marketplace by 2025, including funding 200 fast chargers across the state through 2020.","NY","Transportation","New York","hover_transportation"
"Drive Clean NY program","How the Drive Clean Rebate Works - NYSERDA","https://www.nyserda.ny.gov/all-programs/programs/drive-clean-rebate/how-it-works","","Other","$55 million Drive Clean NY program provides EV rebates to consumers.","NY","Transportation","New York","hover_transportation"
"Environmental Protection Fund","Environmental Protection Fund (EPF) - NYS Dept. of Environmental Conservation","https://www.dec.ny.gov/about/92815.html","","Other","Environmental Protection Fund supports municipal purchases of zero-emissions vehicles (ZEVs) and infrastructure.","NY","Transportation","New York","hover_transportation"
"EV Charging Rate/ Demand Management Program","","","","Other","EV time of use rates, whole house time of use rates, and demand program pilots.","NY","Transportation","New York","hover_transportation"
"Transportation and Climate Initiative (TCI)","About Us | Transportation and Climate Initiative","https://www.transportationandclimate.org/content/about-us","2010","Other","Announced.","NY","Transportation","New York","hover_transportation"
"Freight Plan","","","","Announced Plan","","NC","Transportation","North Carolina","hover_transportation"
"EO 80","EO80--NC-s-Commitment-to-Address-Climate-Change---Transition-to-a-Clean-Energy-Economy.pdf","https://files.nc.gov/ncdeq/climate-change/EO80--NC-s-Commitment-to-Address-Climate-Change---Transition-to-a-Clean-Energy-Economy.pdf","2018","Executive Order","Requires submission of a ZEV plan; goal to have 80,000 zero-emission vehicles (ZEVs) on the state’s roads by 2025.","NC","Transportation","North Carolina","hover_transportation"
"Transportation and Climate Initiative (TCI)","About Us | Transportation and Climate Initiative","https://www.transportationandclimate.org/content/about-us","2010","Other","Regional collaboration of 13 Northeast and Mid-Atlantic states and the District of Columbia that seeks to improve transportation, develop the clean energy economy and reduce carbon emissions from the transportation sector.","NC","Transportation","North Carolina","hover_transportation"
"NC Motor Fleet ZEV Plan","EO-80-DOA-MF-ZEV-PLan-Draft_GO-revised-9-24-19vF.pdf (nc.gov)","https://files.nc.gov/ncdoa/Comm/EO-80-DOA-MF-ZEV-PLan-Draft_GO-revised-9-24-19vF.pdf","2019","Announced Plan","","NC","Transportation","North Carolina","hover_transportation"
"EO 17-21","https://www.oregon.gov/gov/Documents/executive_orders/eo_17-21.pdf","https://www.oregon.gov/gov/Documents/executive_orders/eo_17-21.pdf","2017","Executive Order","Lays out a multi-agency strategy for achieving the goal of having 50,000 registered EVs on roads by 2020.","OR","Transportation","Oregon","hover_transportation"
"Clean Vehicle Rebate Program","State of Oregon: AQ Programs - Oregon Clean Vehicle Rebate Program","https://www.oregon.gov/deq/aq/programs/pages/zev-rebate.aspx","","Other","","OR","Transportation","Oregon","hover_transportation"
"SB 1044","SB1044 2019 Regular Session - Oregon Legislative Information System (state.or.us)","https://olis.leg.state.or.us/liz/2019R1/Measures/Overview/SB1044","2019","Legislation","Calls for programs, support, and tracking efforts to enable the state to meet aggressive zero-emission vehicle adoption targets by 2035; setting targets that 90% of all vehicles sold, and 50% of all registered vehicles in the state be ZEVs by 2035.","OR","Transportation","Oregon","hover_transportation"
"HB 2017","State of Oregon: AQ Programs - About Electric Vehicle Rebate Program","https://www.oregon.gov/deq/aq/programs/Pages/About-EV-Rebate.aspx","2017","Legislation","Establishes a program to provide rebates to Oregonians who purchase certain types of electric vehicles (including plug-in hybrid electric vehicles) and other qualifying zero-emissions vehicles. This program was designed by the Oregon Legislature to encourage higher adoption of ZEVs, reducing air pollution and advancing progress toward the state’s greenhouse gas reduction goals.","OR","Transportation","Oregon","hover_transportation"
"FAST Act Alternative Fuel Corridors","Alternative Fuels Incentive Grant (pa.gov)","https://www.dep.pa.gov/Citizens/GrantsLoansRebates/Alternative-Fuels-Incentive-Grant/pages/default.aspx#:~:text=The%20Pennsylvania%20FAST%20Act%20Alternative,along%20Pennsylvania%20Interstate%20Highway%20Corridors.","2015","Legislation","The Pennsylvania FAST Act Alternative Fuel Corridor Infrastructure solicitation is a special solicitation under the Alternative Fuels Incentive Grant Program (AFIG) designed to support the installation of alternative fuel infrastructure along Pennsylvania Interstate Highway Corridors.","PA","Transportation","Pennsylvania","hover_transportation"
"EO 2019-01","Executive Order: Climate Change, Energy Conservation, Sustainability (pa.gov)","https://www.governor.pa.gov/newsroom/executive-order-2019-01-commonwealth-leadership-in-addressing-climate-change-and-promoting-energy-conservation-and-sustainable-governance/","2019","Executive Order","Set a lead-by-example goal for all state agencies to replace 25% of the state passenger car fleet with battery electric and plug-in electric hybrid cars by 2025.","PA","Transportation","Pennsylvania","hover_transportation"
"Transportation and Climate Initiative (TCI)","About Us | Transportation and Climate Initiative","https://www.transportationandclimate.org/content/about-us","2010","Other","Announced.","PA","Transportation","Pennsylvania","hover_transportation"
"Transportation and Climate Initiative (TCI)","About Us | Transportation and Climate Initiative","https://www.transportationandclimate.org/content/about-us","2010","Other","Announced.","RI","Transportation","Rhode Island","hover_transportation"
"Transportation and Climate Initiative (TCI)","About Us | Transportation and Climate Initiative","https://www.transportationandclimate.org/content/about-us","2010","Other","Announced.","VT","Transportation","Vermont","hover_transportation"
"Low Emission Vehicle Program","Low Emission Vehicles | Department of Environmental Conservation (vermont.gov)","https://dec.vermont.gov/air-quality/mobile-sources/lev","","Other","Low Emission Vehicle Program ensures that certain new vehicles meet California emissions standards, as well as other requirements.","VT","Transportation","Vermont","hover_transportation"
"Multi-State ZEV Action Plan","Multi-State ZEV Action Plan (nescaum.org)","https://www.nescaum.org/documents/multi-state-zev-action-plan.pdf","2014","Other","Recommitted to the recommendations in the updated 2018–2021 Multi-State ZEV Action Plan to spur ZEV adoption.","VT","Transportation","Vermont","hover_transportation"
"Drive Electric Vermont","Drive Electric Vermont (driveelectricvt.com)","https://www.driveelectricvt.com/","","Other","","VT","Transportation","Vermont","hover_transportation"
"HB 529","Bill Status H.529 (Act 59) (vermont.gov)","https://legislature.vermont.gov/bill/status/2020/H.529","2019","Legislation","Increases public transit funding, offers financial incentives for plug-in electric vehicles, and sets a 2021 target to make 75% of purchased or leased vehicles for the State Vehicle Fleet fully electric or hybrid.","VT","Transportation","Vermont","hover_transportation"
"State of Vermont New Plug-in Electric Vehicle Incentive Program","electric-vehicle-vermont-state-incentive-guidelines.pdf (driveelectricvt.com)","https://www.driveelectricvt.com/Media/Default/docs/purchase-incentives/electric-vehicle-vermont-state-incentive-guidelines.pdf","2020","Other","State-funded EV incentive program.","VT","Transportation","Vermont","hover_transportation"
"EV Supply Equipment (EVSE) Grant Program","Electric Vehicle Supply Equipment (EVSE) Grant Program | Agency of Commerce and Community Development (vermont.gov)","https://accd.vermont.gov/community-development/funding-incentives/electric-vehicle-supply-equipment-evse-grant-program","2014","Other","Increase the number of charging stations ( $1 million across 30 charging station projects, plans to award up to $2.8 million through 2027).","VT","Transportation","Vermont","hover_transportation"
"Bus electrification pilot program","","","2019","Other","The program aims to demonstrate the viability of the technology as a reliable and cost-effective option for school districts and transit agencies.","VT","Transportation","Vermont","hover_transportation"
"Transportation and Climate Initiative (TCI)","About Us | Transportation and Climate Initiative","https://www.transportationandclimate.org/content/about-us","2010","Other","Announced.","VA","Transportation","Virginia","hover_transportation"
"RCW 47.01.440","RCW 47.01.440: Adoption of statewide goals to reduce annual per capita vehicle miles traveled by 2050—Department's duties—Reports to the legislature. (wa.gov)","https://apps.leg.wa.gov/rCW/default.aspx?cite=47.01.440","","Other","Target to reduce vehicle miles traveled per capita 50% by 2050, from 1990 levels.","WA","Transportation","Washington","hover_transportation"
"Results Washington goal","Results Washington","https://results.wa.gov/","2013","Other","Goal of putting 50,000 EVs into use by 2020.","WA","Transportation","Washington","hover_transportation"
"Zero Emissions Programs","","","","Other","1) an EV sales tax incentive, 2) a grant program for zero-emissions transit options, 3) a sales tax incentive for zero-emissions buses, 4) a pilot program to expand access to zero-emissions vehicles (ZEVs) to low-income residents, 5) authorization of $140.5 million for ferry fleet electrification, and 6) new authorization to utilities to invest in transportation electrification.","WA","Transportation","Washington","hover_transportation"
"Electric Program Investment Charge (EPIC)","https://www.energy.ca.gov/programs-and-topics/programs/electric-program-investment-charge-epic-program","https://www.energy.ca.gov/programs-and-topics/programs/electric-program-investment-charge-epic-program","","Other","Invests in scientific and technological research to accelerate the transformation of the electricity sector to meet the state’s energy and climate goals.","CA","Energy Supply","California","hover_energy"
"State Water Project","https://water.ca.gov/-/media/DWR-Website/Web-Pages/Programs/State-Water-Project/Management/Cost-And-Revenue/Files/Bulletin-132-Management-of-the-California-State-Water-Project-2016.pdf","https://water.ca.gov/-/media/DWR-Website/Web-Pages/Programs/State-Water-Project/Management/Cost-And-Revenue/Files/Bulletin-132-Management-of-the-California-State-Water-Project-2016.pdf","","Other","Entered long-term contracts to procure renewable electricity from 140 MW solar installations in California.","CA","Energy Supply","California","hover_energy"
"Clean Energy and Pollution Reduction Act (SB 350)","https://www.energy.ca.gov/rules-and-regulations/energy-suppliers-reporting/clean-energy-and-pollution-reduction-act-sb-350","https://www.energy.ca.gov/rules-and-regulations/energy-suppliers-reporting/clean-energy-and-pollution-reduction-act-sb-351","","Legislation","Established clean energy, clean air, and greenhouse gas (GHG) reduction goals, including reducing GHG to 40% below 1990 levels by 2030 and to 80% below 1990 levels by 2050.","CA","Energy Supply","California","hover_energy"
"Emissions Performance Standard (EPS) (SB 1368)","https://www.energy.ca.gov/rules-and-regulations/energy-suppliers-reporting/emission-performance-standard-sb-1368","https://www.energy.ca.gov/rules-and-regulations/energy-suppliers-reporting/emission-performance-standard-sb-1369","","Legislation","Limits long-term investments in baseload generation by the state’s utilities for power plants based on greenhouse gas emissions.","CA","Energy Supply","California","hover_energy"
"Energy Storage (AB 2868)","https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=201520160AB2868","https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=201520160AB2869","2016","Legislation","Requires the IOUs to procure distribution connected or behind-the-meter storage with a minimum 10 year life span.","CA","Energy Supply","California","hover_energy"
"State Air Resources Board (AB 197)","https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201520160AB197","https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201520160AB198","2016","Legislation","Increases legislative oversight of the California Air Resources Board (CARB).","CA","Energy Supply","California","hover_energy"
"Multifamily Affordable Housing Solar Roofs Program (AB 693)","https://www.cpuc.ca.gov/general.aspx?id=6442454736","https://www.cpuc.ca.gov/general.aspx?id=6442454736","","Legislation","Provides financial incentives for the installation of solar energy photovoltaic (PV) systems on multifamily affordable housing properties throughout California.","CA","Energy Supply","California","hover_energy"
"Energy Storage Requirements (AB 2514)","Bill Text - AB-2514 Energy storage systems. (ca.gov)","https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=200920100AB2514","2010","Legislation","Law requiring electric utilities to install minimum levels of grid-scale energy storage infrastructure.","CA","Energy Supply","California","hover_energy"
"Community Choice Law (AB 117)","CHP0200838 (ca.gov)","http://www.leginfo.ca.gov/pub/01-02/bill/asm/ab_0101-0150/ab_117_bill_20020924_chaptered.pdf","2002","Legislation","The two pieces of legislation that make Community Choice possible in California are AB 117 (Migden, 2002) and SB 790 (Leno, 2011). AB 117 established Community Choice and SB 790 strengthened it by creating a “code of conduct” that the incumbent utilities must adhere to in their activities relative to Community Choice.","CA","Energy Supply","California","hover_energy"
"Collect Long-Term Climate Change Data (SB19-096)","https://leg.colorado.gov/bills/sb19-096","https://leg.colorado.gov/bills/sb19-097","2019","Legislation","Requires the Air Quality Control Commission in the Department of Public Health and Environment to collect GHG emissions data from GHG-emitting entities and report on the data, including a forecast of future emissions.","CO","Energy Supply","Colorado","hover_energy"
"Sunset Public Utilities Commission (SB 19-236)","https://leg.colorado.gov/bills/sb19-236","https://leg.colorado.gov/bills/sb19-237","2019","Legislation","Requires utilities to factor in the social cost of carbon when making resource planning decisions. Pathway for the state’s largest utility to reduce emissions 80% by 2030.","CO","Energy Supply","Colorado","hover_energy"
"Just Transition from Coal-based Electrical Energy Economy (HB 19-1314)","https://leg.colorado.gov/bills/hb19-1314","https://leg.colorado.gov/bills/hb19-1315","2019","Legislation","Creates the Just Transition Office and a Just Transition Advisory Committee to develop a draft just transition plan. The director of the office will submit a final just transition plan to the governor and general assembly.","CO","Energy Supply","Colorado","hover_energy"
"Roadmap to 100% Renewable Energy by 2040 and Bold Climate Action","https://energyoffice.colorado.gov/climate-energy","https://energyoffice.colorado.gov/climate-energy","","Announced Plan","(Advanced by HB 19-1261): Pledge by governor that details directions, policies and actions Colorado is taking to ensure a clean energy future.","CO","Energy Supply","Colorado","hover_energy"
"An Act Concerning Connecticut’s Energy Future (PA 18-50)","2018PA-00050-R00SB-00009-PA.pdf (ct.gov)","https://www.cga.ct.gov/2018/act/pa/pdf/2018PA-00050-R00SB-00009-PA.pdf","2018","Legislation","Doubled the state’s renewable portfolio standard (RPS) from 20% by 2020 to 40% by 2030.","CT","Energy Supply","Connecticut","hover_energy"
"An Act Concerning the Procurement of Energy Derived from Offshore Wind (HB 7156)","AN ACT CONCERNING THE PROCUREMENT OF ENERGY DERIVED FROM OFFSHORE WIND.","https://www.cga.ct.gov/2019/ACT/pa/pdf/2019PA-00071-R00HB-07156-PA.pdf","2019","Legislation","Requires the state to solicit up to 2 gigawatts of offshore wind power over the next 11 years, equal to 30% of the state load.","CT","Energy Supply","Connecticut","hover_energy"
"Performance Incentives","","","","Other","Offers performance incentives to utilities for achieving energy savings goals.","CT","Energy Supply","Connecticut","hover_energy"
"Green Energy Program (GEP)","Renewable Energy Assistance - DNREC Alpha (delaware.gov)","https://dnrec.alpha.delaware.gov/climate-coastal-energy/renewable/assistance/","1999","Other","","DE","Energy Supply","Delaware","hover_energy"
"Senate Substitute No.1 for SB 181","Bill Detail - Delaware General Assembly","https://legis.delaware.gov/BillDetail/47875","2019","Legislation","This Substitute Act modifies the Renewable Energy Portfolio Standards Act: (1) Adds a solar water heater to the list of eligible energy resources. (2) Defines “solar technology” to include both solar photovoltaic and solar thermal energy technologies. (3) Continues increasing the required minimum percentage of electrical energy sales to Delaware end-use customers from renewable energy sources through 2035. (4) Places the Director of the Department of Natural Resources and Environmental Control’s Division of Climate, Coastal, and Energy, and the Division itself, in charge of certain administrative aspects of the renewable energy portfolio standards program, replacing the State Energy Coordinator and the Delaware Energy Office. (5) Grants retail electricity suppliers and municipal electric companies a credit for installing eligible energy resources on a certified brownfield. (6) Makes technical corrections to conform existing law to the standards of the Delaware Legislative Drafting Manual.","DE","Energy Supply","Delaware","hover_energy"
"Rule 25-6.065 Interconnection and Net Metering of Customer-Owned Renewable Generation","https://energyresearch.ucf.edu/consumer/energy-policy/interconnection-net-metering/","https://energyresearch.ucf.edu/consumer/energy-policy/interconnection-net-metering/","","Other","Promote the development of small customer-owned renewable generation, particularly solar and wind energy systems; diversify the types of fuel used to generate electricity in Florida; lessen Florida’s dependence on fossil fuels for the production of electricity. This rule applies to all investor-owned utilities, except as otherwise stated.","FL","Energy Supply","Florida","hover_energy"
"Florida Energy Efficiency and Conservation Act (FEECA)","https://www.flaseia.org/education/solar-laws/florida-energy-efficiency-conservation-act/","https://www.flaseia.org/education/solar-laws/florida-energy-efficiency-conservation-act/","","Legislation","Requires each utility to implement cost-effective energy-efficiency programs and to conduct energy audits. It also includes improving the efficiency of generation, transmission and distribution systems.","FL","Energy Supply","Florida","hover_energy"
"HB 852 Act 122","HI HB852 | BillTrack50","https://www.billtrack50.com/BillDetail/1032381","2019","Legislation","Endorse renewable energy actions.","HI","Energy Supply","Hawaii","hover_energy"
